stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Documents\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90867] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90959] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90964] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91054] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91057] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91137] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91140] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91224] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91341] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91491] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91497] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91759] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91766] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92004] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92012] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87492] opening ./assets/image/candle_touched.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87516] opening ./assets/image/candle_touched.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87531] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87536] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87539] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87542] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87543] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87545] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.87546] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.87548] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.87550] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.87551] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.87600] added dtor for bitmap 0000000002cc2f20, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87881] opening ./assets/image/closet_touched.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87903] opening ./assets/image/closet_touched.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87916] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87918] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87923] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87925] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87927] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87929] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87931] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.87933] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.87935] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.87938] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.87940] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.87942] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.87986] added dtor for bitmap 0000000002cc30d0, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88334] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88340] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88342] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88344] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88346] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88347] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88349] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88352] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88354] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.88356] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.88359] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.88361] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.88363] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   1.88412] Glyph 55: 16x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88418] Locking glyph region: 0000000002cc2500 0 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88424] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88434] Glyph 82: 15x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88436] Locking glyph region: 0000000002cc2500 16 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88441] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88447] Glyph 87: 16x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88450] Locking glyph region: 0000000002cc2500 32 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88453] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88460] Glyph 68: 15x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88462] Locking glyph region: 0000000002cc2500 48 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88466] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88474] Glyph 79: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88476] Locking glyph region: 0000000002cc2500 64 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88480] Unlocking page: 0000000002cc2500
font     D                ttf.c:446  cache_glyph                      [   1.88483] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   1.88489] Glyph 38: 16x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88491] Locking glyph region: 0000000002cc2500 80 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88495] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88504] Glyph 85: 15x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88506] Locking glyph region: 0000000002cc2500 96 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88510] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88518] Glyph 72: 16x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88520] Locking glyph region: 0000000002cc2500 112 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88525] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88537] Glyph 71: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88540] Locking glyph region: 0000000002cc2500 128 0 20 20
font     D                ttf.c:167  unlock_current_page              [   1.88545] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88557] Glyph 76: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88559] Locking glyph region: 0000000002cc2500 148 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88565] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88578] Glyph 86: 14x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88581] Locking glyph region: 0000000002cc2500 164 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88587] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88593] Glyph 29: 7x13 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88595] Locking glyph region: 0000000002cc2500 180 0 8 16
font     D                ttf.c:167  unlock_current_page              [   1.88601] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88609] Glyph 19: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88611] Locking glyph region: 0000000002cc2500 188 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88616] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88625] Glyph 18: 14x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.88627] Locking glyph region: 0000000002cc2500 204 0 16 24
font     D                ttf.c:167  unlock_current_page              [   1.88632] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88641] Glyph 20: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88643] Locking glyph region: 0000000002cc2500 220 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88650] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88659] Glyph 21: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88661] Locking glyph region: 0000000002cc2500 236 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88666] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88673] Glyph 27: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88676] Locking glyph region: 0000000002cc2500 0 24 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88680] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88694] Glyph 41: 16x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88695] Locking glyph region: 0000000002cc2500 16 24 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88698] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88708] Glyph 88: 16x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88709] Locking glyph region: 0000000002cc2500 32 24 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88713] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88722] Glyph 22: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88725] Locking glyph region: 0000000002cc2500 48 24 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88728] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88739] Glyph 54: 14x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88740] Locking glyph region: 0000000002cc2500 64 24 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88744] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88757] Glyph 92: 16x18 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88759] Locking glyph region: 0000000002cc2500 80 24 16 20
font     D                ttf.c:167  unlock_current_page              [   1.88763] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88777] Glyph 47: 16x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88780] Locking glyph region: 0000000002cc2500 96 24 16 16
font     D                ttf.c:167  unlock_current_page              [   1.88786] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88800] Glyph 89: 17x13 (20x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.88803] Locking glyph region: 0000000002cc2500 112 24 20 16
font     D                ttf.c:167  unlock_current_page              [   1.88809] Unlocking page: 0000000002cc2500
font     D                ttf.c:243  alloc_glyph_region               [   1.88828] Glyph 69: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.88831] Locking glyph region: 0000000002cc2500 132 24 20 20
font     D                ttf.c:167  unlock_current_page              [   1.88837] Unlocking page: 0000000002cc2500
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.89017] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.89026] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.89116] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.89124] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.89204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.89211] _al_d3d_sync_bitmap (video) ref count == 1
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.89225] Loading sample ./assets/sound/BackgroundMusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.89227] opening ./assets/sound/BackgroundMusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.89318] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.89321] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.89322] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.89324] total_samples 7875072
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.89325] total_size 31500288
dtor     D               dtor.c:196  _al_register_destructor          [   2.22265] added dtor for sample 0000000002cc3ec0, func 00007ffcc2a71a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.22272] added dtor for sample_instance 0000000002c86aa0, func 00007ffcc2a6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.22274] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.22275]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.22276]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.84074] opening ./assets/gif/Hero/dragonite_right.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84182] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84194] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84199] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84203] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84206] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84209] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84212] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84215] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84219] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.84222] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.84226] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.84231] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.84234] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.84318] added dtor for bitmap 0000000002cc26b0, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84717] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84721] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84730] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84742] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84745] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.84748] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.84751] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.84754] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.84758] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.84762] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.84817] added dtor for bitmap 0000000002cc2860, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.86265] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.86281] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.86367] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.86379] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.17352] opening ./assets/gif/Hero/dragonite_left.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.18989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.18999] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19001] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19004] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19007] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19009] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19012] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19014] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.19016] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.19018] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.19020] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.19023] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.19026] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.19467] added dtor for bitmap 000000001db29f50, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73000] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73012] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73014] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73017] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73021] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73023] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73025] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73027] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.73030] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.73032] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.73035] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.73037] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.73314] added dtor for bitmap 000000001db29890, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73563] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73566] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73571] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73573] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73575] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73577] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73582] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.73584] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.73586] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.73588] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.73591] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.74089] added dtor for bitmap 000000001db291d0, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76279] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76284] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76288] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76291] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76293] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76295] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76298] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76300] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.76302] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.76304] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.76306] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.76309] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.76311] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.76568] added dtor for bitmap 000000001db2a100, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77275] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77282] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77284] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77287] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77289] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77291] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77293] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77296] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.77298] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.77300] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.77302] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.77305] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.77307] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.77789] added dtor for bitmap 000000001db2a460, func 00007ffcc2941bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.91934] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.91950] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.92192] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.92203] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.92397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.92403] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.92580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.92585] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.92774] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.92780] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.92374] opening ./assets/gif/Hero/dragonite_back.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92453] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92460] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92463] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92466] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92469] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.92472] Fake format
